jobid,instance,mutator,L,repl,seed
1241,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_9.graph,IF-G,100,1,140892
1242,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_9.graph,IF-G,100,2,905036
1243,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_9.graph,IF-G,100,3,249524
1244,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_9.graph,IF-G,100,4,247515
1245,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_9.graph,IF-G,100,5,653160
1246,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_9.graph,IF-G,100,6,831878
1247,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_9.graph,IF-G,100,7,339564
1248,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_9.graph,IF-G,100,8,237719
1249,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_9.graph,IF-G,100,9,485499
1250,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_9.graph,IF-G,100,10,599160
1251,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_1.graph,USGS-F,100,1,140892
1252,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_1.graph,USGS-F,100,2,905036
1253,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_1.graph,USGS-F,100,3,249524
1254,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_1.graph,USGS-F,100,4,247515
1255,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_1.graph,USGS-F,100,5,653160
1256,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_1.graph,USGS-F,100,6,831878
1257,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_1.graph,USGS-F,100,7,339564
1258,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_1.graph,USGS-F,100,8,237719
1259,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_1.graph,USGS-F,100,9,485499
1260,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_1.graph,USGS-F,100,10,599160
1261,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_1.graph,USGS-PRE,100,1,140892
1262,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_1.graph,USGS-PRE,100,2,905036
1263,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_1.graph,USGS-PRE,100,3,249524
1264,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_1.graph,USGS-PRE,100,4,247515
1265,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_1.graph,USGS-PRE,100,5,653160
1266,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_1.graph,USGS-PRE,100,6,831878
1267,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_1.graph,USGS-PRE,100,7,339564
1268,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_1.graph,USGS-PRE,100,8,237719
1269,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_1.graph,USGS-PRE,100,9,485499
1270,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_1.graph,USGS-PRE,100,10,599160
1271,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_1.graph,SGS,100,1,140892
1272,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_1.graph,SGS,100,2,905036
1273,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_1.graph,SGS,100,3,249524
1274,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_1.graph,SGS,100,4,247515
1275,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_1.graph,SGS,100,5,653160
1276,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_1.graph,SGS,100,6,831878
1277,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_1.graph,SGS,100,7,339564
1278,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_1.graph,SGS,100,8,237719
1279,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_1.graph,SGS,100,9,485499
1280,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_1.graph,SGS,100,10,599160
1281,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_1.graph,IF-L,100,1,140892
1282,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_1.graph,IF-L,100,2,905036
1283,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_1.graph,IF-L,100,3,249524
1284,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_1.graph,IF-L,100,4,247515
1285,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_1.graph,IF-L,100,5,653160
1286,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_1.graph,IF-L,100,6,831878
1287,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_1.graph,IF-L,100,7,339564
1288,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_1.graph,IF-L,100,8,237719
1289,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_1.graph,IF-L,100,9,485499
1290,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_1.graph,IF-L,100,10,599160
1291,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_1.graph,IF-G,100,1,140892
1292,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_1.graph,IF-G,100,2,905036
1293,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_1.graph,IF-G,100,3,249524
1294,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_1.graph,IF-G,100,4,247515
1295,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_1.graph,IF-G,100,5,653160
1296,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_1.graph,IF-G,100,6,831878
1297,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_1.graph,IF-G,100,7,339564
1298,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_1.graph,IF-G,100,8,237719
1299,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_1.graph,IF-G,100,9,485499
1300,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_1.graph,IF-G,100,10,599160
1301,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_6.graph,USGS-F,100,1,140892
1302,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_6.graph,USGS-F,100,2,905036
1303,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_6.graph,USGS-F,100,3,249524
1304,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_6.graph,USGS-F,100,4,247515
1305,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_6.graph,USGS-F,100,5,653160
1306,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_6.graph,USGS-F,100,6,831878
1307,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_6.graph,USGS-F,100,7,339564
1308,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_6.graph,USGS-F,100,8,237719
1309,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_6.graph,USGS-F,100,9,485499
1310,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_6.graph,USGS-F,100,10,599160
1311,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_6.graph,USGS-PRE,100,1,140892
1312,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_6.graph,USGS-PRE,100,2,905036
1313,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_6.graph,USGS-PRE,100,3,249524
1314,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_6.graph,USGS-PRE,100,4,247515
1315,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_6.graph,USGS-PRE,100,5,653160
1316,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_6.graph,USGS-PRE,100,6,831878
1317,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_6.graph,USGS-PRE,100,7,339564
1318,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_6.graph,USGS-PRE,100,8,237719
1319,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_6.graph,USGS-PRE,100,9,485499
1320,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_6.graph,USGS-PRE,100,10,599160
1321,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_6.graph,SGS,100,1,140892
1322,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_6.graph,SGS,100,2,905036
1323,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_6.graph,SGS,100,3,249524
1324,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_6.graph,SGS,100,4,247515
1325,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_6.graph,SGS,100,5,653160
1326,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_6.graph,SGS,100,6,831878
1327,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_6.graph,SGS,100,7,339564
1328,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_6.graph,SGS,100,8,237719
1329,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_6.graph,SGS,100,9,485499
1330,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_6.graph,SGS,100,10,599160
1331,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_6.graph,IF-L,100,1,140892
1332,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_6.graph,IF-L,100,2,905036
1333,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_6.graph,IF-L,100,3,249524
1334,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_6.graph,IF-L,100,4,247515
1335,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_6.graph,IF-L,100,5,653160
1336,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_6.graph,IF-L,100,6,831878
1337,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_6.graph,IF-L,100,7,339564
1338,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_6.graph,IF-L,100,8,237719
1339,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_6.graph,IF-L,100,9,485499
1340,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_6.graph,IF-L,100,10,599160
1341,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_6.graph,IF-G,100,1,140892
1342,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_6.graph,IF-G,100,2,905036
1343,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_6.graph,IF-G,100,3,249524
1344,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_6.graph,IF-G,100,4,247515
1345,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_6.graph,IF-G,100,5,653160
1346,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_6.graph,IF-G,100,6,831878
1347,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_6.graph,IF-G,100,7,339564
1348,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_6.graph,IF-G,100,8,237719
1349,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_6.graph,IF-G,100,9,485499
1350,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_6.graph,IF-G,100,10,599160
1351,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_5.graph,USGS-F,100,1,140892
1352,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_5.graph,USGS-F,100,2,905036
1353,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_5.graph,USGS-F,100,3,249524
1354,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_5.graph,USGS-F,100,4,247515
1355,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_5.graph,USGS-F,100,5,653160
1356,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_5.graph,USGS-F,100,6,831878
1357,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_5.graph,USGS-F,100,7,339564
1358,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_5.graph,USGS-F,100,8,237719
1359,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_5.graph,USGS-F,100,9,485499
1360,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_5.graph,USGS-F,100,10,599160
1361,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_5.graph,USGS-PRE,100,1,140892
1362,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_5.graph,USGS-PRE,100,2,905036
1363,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_5.graph,USGS-PRE,100,3,249524
1364,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_5.graph,USGS-PRE,100,4,247515
1365,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_5.graph,USGS-PRE,100,5,653160
1366,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_5.graph,USGS-PRE,100,6,831878
1367,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_5.graph,USGS-PRE,100,7,339564
1368,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_5.graph,USGS-PRE,100,8,237719
1369,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_5.graph,USGS-PRE,100,9,485499
1370,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_5.graph,USGS-PRE,100,10,599160
1371,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_5.graph,SGS,100,1,140892
1372,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_5.graph,SGS,100,2,905036
1373,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_5.graph,SGS,100,3,249524
1374,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_5.graph,SGS,100,4,247515
1375,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_5.graph,SGS,100,5,653160
1376,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_5.graph,SGS,100,6,831878
1377,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_5.graph,SGS,100,7,339564
1378,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_5.graph,SGS,100,8,237719
1379,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_5.graph,SGS,100,9,485499
1380,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_5.graph,SGS,100,10,599160
1381,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_5.graph,IF-L,100,1,140892
1382,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_5.graph,IF-L,100,2,905036
1383,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_5.graph,IF-L,100,3,249524
1384,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_5.graph,IF-L,100,4,247515
1385,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_5.graph,IF-L,100,5,653160
1386,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_5.graph,IF-L,100,6,831878
1387,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_5.graph,IF-L,100,7,339564
1388,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_5.graph,IF-L,100,8,237719
1389,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_5.graph,IF-L,100,9,485499
1390,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_5.graph,IF-L,100,10,599160
1391,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_5.graph,IF-G,100,1,140892
1392,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_5.graph,IF-G,100,2,905036
1393,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_5.graph,IF-G,100,3,249524
1394,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_5.graph,IF-G,100,4,247515
1395,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_5.graph,IF-G,100,5,653160
1396,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_5.graph,IF-G,100,6,831878
1397,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_5.graph,IF-G,100,7,339564
1398,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_5.graph,IF-G,100,8,237719
1399,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_5.graph,IF-G,100,9,485499
1400,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_5.graph,IF-G,100,10,599160
1401,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_10.graph,USGS-F,100,1,140892
1402,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_10.graph,USGS-F,100,2,905036
1403,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_10.graph,USGS-F,100,3,249524
1404,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_10.graph,USGS-F,100,4,247515
1405,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_10.graph,USGS-F,100,5,653160
1406,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_10.graph,USGS-F,100,6,831878
1407,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_10.graph,USGS-F,100,7,339564
1408,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_10.graph,USGS-F,100,8,237719
1409,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_10.graph,USGS-F,100,9,485499
1410,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_10.graph,USGS-F,100,10,599160
1411,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_10.graph,USGS-PRE,100,1,140892
1412,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_10.graph,USGS-PRE,100,2,905036
1413,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_10.graph,USGS-PRE,100,3,249524
1414,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_10.graph,USGS-PRE,100,4,247515
1415,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_10.graph,USGS-PRE,100,5,653160
1416,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_10.graph,USGS-PRE,100,6,831878
1417,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_10.graph,USGS-PRE,100,7,339564
1418,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_10.graph,USGS-PRE,100,8,237719
1419,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_10.graph,USGS-PRE,100,9,485499
1420,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_10.graph,USGS-PRE,100,10,599160
1421,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_10.graph,SGS,100,1,140892
1422,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_10.graph,SGS,100,2,905036
1423,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_10.graph,SGS,100,3,249524
1424,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_10.graph,SGS,100,4,247515
1425,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_10.graph,SGS,100,5,653160
1426,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_10.graph,SGS,100,6,831878
1427,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_10.graph,SGS,100,7,339564
1428,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_10.graph,SGS,100,8,237719
1429,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_10.graph,SGS,100,9,485499
1430,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_10.graph,SGS,100,10,599160
1431,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_10.graph,IF-L,100,1,140892
1432,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_10.graph,IF-L,100,2,905036
1433,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_10.graph,IF-L,100,3,249524
1434,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_10.graph,IF-L,100,4,247515
1435,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_10.graph,IF-L,100,5,653160
1436,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_10.graph,IF-L,100,6,831878
1437,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_10.graph,IF-L,100,7,339564
1438,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_10.graph,IF-L,100,8,237719
1439,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_10.graph,IF-L,100,9,485499
1440,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_10.graph,IF-L,100,10,599160
1441,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_10.graph,IF-G,100,1,140892
1442,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_10.graph,IF-G,100,2,905036
1443,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_10.graph,IF-G,100,3,249524
1444,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_10.graph,IF-G,100,4,247515
1445,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_10.graph,IF-G,100,5,653160
1446,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_10.graph,IF-G,100,6,831878
1447,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_10.graph,IF-G,100,7,339564
1448,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_10.graph,IF-G,100,8,237719
1449,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_10.graph,IF-G,100,9,485499
1450,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_10.graph,IF-G,100,10,599160
1451,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_7.graph,USGS-F,100,1,140892
1452,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_7.graph,USGS-F,100,2,905036
1453,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_7.graph,USGS-F,100,3,249524
1454,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_7.graph,USGS-F,100,4,247515
1455,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_7.graph,USGS-F,100,5,653160
1456,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_7.graph,USGS-F,100,6,831878
1457,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_7.graph,USGS-F,100,7,339564
1458,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_7.graph,USGS-F,100,8,237719
1459,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_7.graph,USGS-F,100,9,485499
1460,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_7.graph,USGS-F,100,10,599160
1461,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_7.graph,USGS-PRE,100,1,140892
1462,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_7.graph,USGS-PRE,100,2,905036
1463,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_7.graph,USGS-PRE,100,3,249524
1464,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_7.graph,USGS-PRE,100,4,247515
1465,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_7.graph,USGS-PRE,100,5,653160
1466,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_7.graph,USGS-PRE,100,6,831878
1467,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_7.graph,USGS-PRE,100,7,339564
1468,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_7.graph,USGS-PRE,100,8,237719
1469,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_7.graph,USGS-PRE,100,9,485499
1470,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_7.graph,USGS-PRE,100,10,599160
1471,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_7.graph,SGS,100,1,140892
1472,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_7.graph,SGS,100,2,905036
1473,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_7.graph,SGS,100,3,249524
1474,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_7.graph,SGS,100,4,247515
1475,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_7.graph,SGS,100,5,653160
1476,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_7.graph,SGS,100,6,831878
1477,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_7.graph,SGS,100,7,339564
1478,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_7.graph,SGS,100,8,237719
1479,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_7.graph,SGS,100,9,485499
1480,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_7.graph,SGS,100,10,599160
1481,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_7.graph,IF-L,100,1,140892
1482,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_7.graph,IF-L,100,2,905036
1483,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_7.graph,IF-L,100,3,249524
1484,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_7.graph,IF-L,100,4,247515
1485,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_7.graph,IF-L,100,5,653160
